City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Kalmunai,LK,2021-11-28 04:10:22,7.4167,81.8167,83.03,75,30,4.59
277,Macon,US,2021-11-28 04:10:22,39.8667,-88.9668,44.65,70,1,12.66
278,Iquitos,PE,2021-11-28 04:10:23,-3.7481,-73.2472,80.64,89,40,6.91
279,Kigonsera,TZ,2021-11-28 04:10:23,-10.8,35.05,61.12,89,78,5.03
280,Polunochnoye,RU,2021-11-28 04:10:24,60.8697,60.4153,18.37,97,100,3.56
281,Kinwat,IN,2021-11-28 04:10:24,19.6333,78.2,72.14,37,61,7.94
282,Isabela,PH,2021-11-28 04:10:24,6.7085,121.9711,86.43,67,84,1.07
283,Kruisfontein,ZA,2021-11-28 04:10:25,-34.0033,24.7314,62.42,66,30,7.74
284,Chikola,RU,2021-11-28 04:10:25,43.1906,43.9209,24.71,58,98,5.82
285,Merritt Island,US,2021-11-28 04:07:18,28.5392,-80.672,57.56,91,1,3.44
286,Taltal,CL,2021-11-28 04:10:26,-25.4,-70.4833,61.92,79,16,0.85
287,Nhamunda,BR,2021-11-28 04:10:26,-2.1861,-56.7131,75.87,89,94,1.05
288,Selma,US,2021-11-28 04:10:26,36.5708,-119.6121,53.65,37,0,1.72
289,Tibati,CM,2021-11-28 04:10:27,6.4667,12.6333,65.39,38,75,1.54
